"from_node","to_node","lcp_length_m","lcp_cost"
5532,5637,1657.64501987817,80934.6499977112
5640,5684,1101.83766184074,32283.6940956116
5651,5766,1399.70562748477,49825.3168067932
5693,5836,1480.66017177982,63780.1858863831
5721,5747,621.837661840736,11232.9405250549
5165,5744,2349.77705423413,158538.886814117
5752,5776,994.264068711929,26943.4718666077
5766,5869,600,9422.14685058594
5550,5792,2849.4826817189,229900.633945465
5688,5817,6911.9090885901,1226187.42288589
5747,5841,883.675323681471,23223.4374427795
5843,5890,902.132034355964,21207.3084754944
5881,5929,564.852813742386,8266.9236946106
5905,6231,2254.62986797652,147694.725803375
5949,6150,1022.13203435596,27019.8650550842
5962,6183,1553.9696961967,64445.3000831604
5929,5965,1479.41125496954,56470.596622467
5990,6062,789.411254969543,17115.4064979553
5999,6183,1049.11688245431,30536.2990760803
6024,6119,646.690475583121,12359.7954292297
6048,8428,8103.59523141432,1860686.4117775
6049,6176,2055.80735803743,115504.778049469
6049,6058,2267.05627484771,149650.988071442
6024,6085,882.426406871193,19759.5256919861
6107,6163,806.101730552664,19682.6224136353
6119,6150,384.852813742386,3948.51327896118
5841,6152,4324.11254969542,529739.096469879
6235,6267,459.411254969543,6305.82597732544
6062,6260,1246.69047558312,41535.4214515686
6119,6309,1526.98484809835,59795.0108070374
6327,6506,2027.05627484771,120976.26077652
6267,6350,792.426406871193,15972.5997276306
6368,6395,1251.83766184074,41162.5862159729
6350,6411,1673.9696961967,74168.882724762
6413,6584,1543.67532368147,65813.6436500549
6462,6633,743.9696961967,16445.2758674622
6107,6524,2647.64501987817,193410.510532379
6554,6633,3176.10173055266,259595.852207184
6395,6560,1947.35064736294,111076.74930191
6565,6584,1079.11688245431,32155.2703590393
6595,6884,1598.52813742386,71290.7284889221
6597,6647,696.396103067893,14467.9393234253
6599,6645,1436.98484809835,53102.8358802795
6413,6625,5367.35064736294,743836.418979645
6655,6745,3422.49783362055,313519.457309723
6672,6964,3602.86363288514,376529.005771637
6685,6781,1136.98484809835,33698.6520423889
5817,6687,7600.14285349872,1518422.96500015
6647,6721,841.248916810279,21059.894657135
6745,6788,1469.11688245431,57107.3231544495
6755,6761,589.705627484771,9273.59349441528
6761,6788,574.264068711929,9798.65240859985
6565,6779,2161.61471607487,138122.682422638
6781,6850,600,9422.14685058594
6884,6921,1021.24891681028,30461.5242652893
6918,6964,1073.9696961967,32598.3268165588
6921,7054,969.411254969543,25083.0231971741
6779,6989,2499.77705423413,177827.653232574
7034,7054,882.426406871193,19759.5256919861
7051,7431,4354.62986797652,500054.56167984
7054,7077,1451.54328932551,56249.7189674377
6755,7136,4912.9350596345,707024.912998199
7034,7201,4480.14285349872,568768.995639801
7255,7282,1209.41125496954,38235.4870033264
7077,7261,2108.52813742385,118849.918796539
7299,7352,522.426406871193,7026.38004684448
7321,7352,997.279220613579,25434.1342811584
7323,7370,2578.23376490863,176985.960849762
7383,8302,4810.14285349872,648556.311435699
7430,7502,1752.79220613578,89355.1940345764
7430,7431,2059.70562748477,107124.306064606
7464,7524,1418.52813742386,57230.2004127502
7255,7515,2675.5129855222,192327.725376129
7464,7535,1754.92424049175,90843.8460121155
7323,7630,2513.9696961967,162393.962497711
7663,7698,787.279220613579,16001.0191688538
7671,7781,1322.13203435596,44701.2565956116
7663,7680,1836.39610306789,88964.4758644104
7683,7736,757.279220613579,14827.254611969
7699,7782,1340.95454429505,51908.8950233459
7698,7752,1550.95454429505,67922.3310279846
7755,7948,2344.26406871193,140072.165622711
7825,7837,1791.83766184073,82431.142124176
7827,7859,594.852813742386,9146.51155471802
7857,7862,1279.70562748477,41747.3187599182
7859,7862,324.852813742386,2870.03726959229
7866,8002,1429.70562748477,51959.580783844
7782,7875,1736.98484809835,77007.0195350647
7890,7931,731.543289325507,15833.4974403381
7914,7932,526.690475583121,8310.32976531982
7942,7948,812.132034355964,17311.3832130432
7979,8013,2317.64501987817,151425.060337067
8014,8075,1070.95454429505,33970.94739151
7948,8027,1178.52813742386,40555.4728126526
7931,8051,1052.13203435596,28576.4966468811
8122,8294,1852.20346110533,101330.498981476
8075,8126,1226.10173055266,43395.1179847717
7752,8160,5409.62553521762,857809.275424957
8165,8445,2696.10173055266,188970.353183746
7875,8178,3193.67532368147,261771.579502106
8205,8427,4434.70129472588,564805.808994293
8051,8243,1883.9696961967,92914.1082496643
8258,8262,1520.95454429505,65533.4205055237
8262,8396,1408.23376490863,57789.2901649475
8271,8302,1924.26406871193,95113.4451026917
8281,8294,2181.32034355964,140745.899452209
8293,8294,762.426406871193,14795.1439476013
8302,8379,716.98484809835,14098.4138832092
8350,8396,756.396103067893,17040.0074195862
8415,8911,5032.20346110532,659028.245639801
8428,8445,1069.70562748477,29345.5865516663
8002,8431,4163.9696961967,438402.185031891
8436,8471,2356.17315730202,164228.878772736
8396,8471,864.852813742386,19064.2743415833
8587,8781,1005.80735803744,30155.5978660583
8663,8688,734.558441227157,14492.3396644592
8688,8753,623.9696961967,11684.2147331238
8178,8691,4513.67532368147,516551.562168121
8720,8887,1830.36579926459,96493.0696144104
8723,9027,2029.70562748477,104049.571018219
8766,10147,2087.05627484771,127920.032962799
8773,8858,896.101730552664,23896.6575965881
8723,8774,2146.69047558312,118184.725467682
8786,9153,2227.27922061358,125002.296085358
8753,8815,2283.38095116624,139552.185642242
8842,9942,5099.4826817189,679989.378940582
8858,8919,422.132034355964,5146.81377792358
8876,8919,937.279220613579,22512.4144325256
8886,9162,1793.08657865101,91521.2249488831
8887,8975,738.822509939086,16281.3259353638
8891,8944,796.690475583121,18203.2115516663
8910,8919,1208.52813742386,42501.5238685608
8911,9229,1725.80735803743,83789.0025978088
8938,9141,3279.77705423413,293057.592563629
8887,8976,976.690475583121,26448.288974762
9027,9155,1504.26406871193,58974.7240333557
9041,9206,993.380951166243,29336.1171951294
9055,9120,724.264068711929,15086.9711341858
9086,9206,793.675323681471,18829.4566612244
9112,9120,720,13461.67578125
9141,9170,1424.55844122716,51965.4425697327
9155,9320,1223.08657865101,44394.155216217
9164,9280,1889.4826817189,105691.02690506
9176,9323,501.837661840736,7525.93011856079
8976,9184,1350,46459.2019348145
9206,9231,574.264068711929,9798.65240859985
9229,9319,1100.95454429505,35823.5169258118
9184,9234,1689.77705423413,84593.290348053
9170,9250,3187.12770159707,300147.293582916
9259,9870,3957.35064736294,414680.520908356
9307,9542,4097.05627484771,447847.074619293
9321,9322,2172.42640687119,118602.987819672
9231,9322,950.95454429505,26886.5911331177
9326,9636,2227.64501987817,140752.727878571
9331,9636,1546.69047558312,62585.1897010803
9234,9357,1892.13203435596,90684.3919715881
9430,9459,822.426406871193,17187.3347740173
9436,9512,819.411254969543,18323.0914955139
9512,9667,642.426406871193,10550.7619743347
9517,9866,1928.52813742385,100623.519321442
9322,9519,1170,34999.9090881348
9542,10101,3719.4826817189,375277.779697418
9599,10007,1430.95454429505,58554.0017433167
9519,9648,1397.9393923934,57779.6550788879
9667,9687,1256.98484809835,40920.325504303
9749,9803,1516.69047558312,60276.9557533264
9755,9916,991.248916810279,28801.8901405334
9765,9887,2057.9393923934,119268.570468903
9794,10168,1571.54328932551,65358.742893219
9803,10056,1081.24891681028,33880.8659095764
9320,9826,3365.5129855222,296770.709018707
9870,9940,836.98484809835,18794.4681129456
9887,10002,844.264068711929,19994.3931312561
9794,9900,1705.21861300698,85131.0318031311
9916,10063,714.852813742386,13105.4518318176
9942,10209,2531.02597104441,189220.029010773
9984,10256,1259.11688245431,42723.8601417542
9940,9988,896.98484809835,21415.3049354553
9991,10202,874.264068711929,21305.088809967
10001,10040,2762.13203435596,192211.937015533
9991,10032,1334.55844122716,45727.9152259827
10101,10363,2744.04112294606,218221.997837067
10107,10166,5044.99566724111,711339.342441559
