window,algorithm,trees,mtry,min_n,stack,stack_tag,kept_bands,all_bands
2016-2018,ranger_RF,1000,2,5,allbands,all_bands,"Band1,Band2,Band3,Band4,Band5,Band6,Band7","Band1,Band2,Band3,Band4,Band5,Band6,Band7"
