"species","period","from_id","to_id","area_i_ha","area_j_ha","length_km","cost_mean","cost_max"
"GEN","Early",5133,5445,165.010342688229,8.10641469490986,1.96705627484771,177.317096099854,530.927124023438
"GEN","Early",5136,5247,13.7804736018223,8.73662026196493,1.46308657865101,149.191933364868,368.097259521484
"GEN","Early",5155,5370,14.4106330740256,9.00665625788966,1.69882250993908,296.423383102417,664.730163574219
"GEN","Early",5256,5305,91.5125126976013,66.2024153766934,0.956101730552664,140.599897384644,308.637329101562
"GEN","Early",5286,5300,10.358282594536,491.07256043995,2.40462986797652,148.220873947144,436.4609375
"GEN","Early",5290,6345,14.8572373533938,6.48315780241507,8.35242640687119,87.9530084991455,489.567138671875
"GEN","Early",5247,5304,8.73662026196493,8.3763240049409,1.48154328932551,142.920930328369,333.711578369141
"GEN","Early",5305,5445,66.2024153766934,8.10641469490986,0.517279220613579,92.9138387298584,160.349258422852
"GEN","Early",5339,5428,8.91520246839772,7.38429704920281,0.509116882454314,120.441608886719,190.394607543945
"GEN","Early",5352,5472,166.632863381475,5.31422983511966,2.84308657865101,413.820471572876,828.810485839844
"GEN","Early",5370,5588,9.00665625788966,9.72718390251694,1.37698484809835,253.434620895386,566.515197753906
"GEN","Early",5371,5556,6.30469499103773,17.5630112977956,2.07977705423413,430.41961807251,898.459045410156
"GEN","Early",5133,5373,165.010342688229,12.4297957122319,2.13764501987817,252.238131866455,633.2255859375
"GEN","Early",5420,5892,464.321345004307,10.5384289601798,1.92977705423413,88.1264745330811,254.04524230957
"GEN","Early",5472,5624,5.31422983511966,21.527132824737,1.27970562748477,158.153284416199,388.190093994141
"GEN","Early",5521,6079,1843.86340574723,29.9923212912004,2.90610173055266,80.7096229553223,219.186477661133
"GEN","Early",5534,5741,105.110611811974,10.7181881777223,2.02492424049175,316.360643577576,648.967346191406
"GEN","Early",5556,5588,17.5630112977956,9.72718390251694,1.00455844122716,135.20099822998,293.959289550781
"GEN","Early",5651,5751,6.66500166853829,7.83591270208177,2.26279220613578,441.111455574036,797.524108886719
"GEN","Early",5660,5744,6.12410664690115,5.40362609538527,0.859705627484771,174.927631225586,306.013458251953
