code,metric,value,N_valid,name
1,PA,0.9507575757575758,264,Forest
1,UA,0.9471698113207547,264,Forest
2,PA,0.8781362007168458,279,Agrocanopy
2,UA,0.9040590405904059,279,Agrocanopy
3,PA,0.8863636363636364,176,Paddy
3,UA,0.8666666666666667,176,Paddy
4,PA,0.7235294117647059,170,GrassScrub
4,UA,0.82,170,GrassScrub
5,PA,0.8484848484848485,132,Built
5,UA,0.7272727272727273,132,Built
6,PA,0.976,125,Water
6,UA,0.953125,125,Water
7,PA,0.9041095890410958,73,Rock
7,UA,0.9295774647887324,73,Rock
